Source / mod JAR,Namespace,Advancement ID,Native title,Native description / source meaning,Trigger surface,Frame,Parent,Completion significance,Proposed presenter,Proposed INCLUDE/EXCLUDE,Proposal rationale / exclusion reason,Presenter rationale,Reserved by V5 quest (fill after detectors are pinned),Overlord override,Overlord presenter override,Overlord notes
savage_and_ravage-1.20.1-6.0.1.jar,savage_and_ravage,savage_and_ravage:adventure/mask_of_dishonesty,A Little Tricking,Obtain a Mask of Dishonesty by killing a Trickster,inventory_changed,goal,minecraft:adventure/kill_a_mob,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
savage_and_ravage-1.20.1-6.0.1.jar,savage_and_ravage,savage_and_ravage:adventure/relic_collector,Relic Collector,Obtain all magical Illager relics,inventory_changed,challenge,minecraft:adventure/totem_of_undying,YES,Historian,INCLUDE,completion significance (Q210),event theme (Q212),,,,
shieldexp-forge-1.20.1-1.3.7.jar,shieldexp,shieldexp:get_diamond_shield,Diamond is Unbreakable,Craft a Diamond Shield,inventory_changed,task,minecraft:story/deflect_arrow,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
shieldexp-forge-1.20.1-1.3.7.jar,shieldexp,shieldexp:get_netherite_shield,Immovable Object,Craft a Netherite Shield,inventory_changed,task,shieldexp:get_diamond_shield,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
supplementaries-1.20-3.1.43-forge.jar,supplementaries,supplementaries:adventure/way_sign,This Must be a Sign!,Follow me to find a village,location,task,minecraft:adventure/root,,Gnarl,INCLUDE,place/structure discovery (Q210),"default, no specialist theme",,,,
supplementaries-1.20-3.1.43-forge.jar,supplementaries,supplementaries:husbandry/wrench,Engineer Gaming,Use a Wrench to rotate a block,item_used_on_block,task,minecraft:husbandry/root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
takesapillage-1.0.3-1.20.1.jar,takesapillage,takesapillage:bastille,"Eh-eh-oh, eh-oh",Locate a Bastille,location,task,takesapillage:root,,Gnarl,INCLUDE,place/structure discovery (Q210),"default, no specialist theme",,,,
takesapillage-1.0.3-1.20.1.jar,takesapillage,takesapillage:pillager_camp,Campfire Song Song,Locate a Pillager Camp,location,task,takesapillage:root,,Quaver,INCLUDE,place/structure discovery (Q210),event theme (Q212),,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:argentavis,Are There Hawks Too?,The agile Argentavis can be tame with Big Bird Bait when it is under 10 health.,tame_animal,goal,tameablebeasts:big_bird_bait,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:asphalt,Lets Build Some Roads,Asphalt some dirt so Roly Polies can have a better grip and thus more speed.,inventory_changed,task,tameablebeasts:roly_poly,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:beetle_armor,Giving Netherite A Run For Its Money,Upgrade and your Diamond Armor set to a full set of Beetle Gem Armor.,inventory_changed,challenge,tameablebeasts:beetle_gem,YES,Giblet the Sixth,INCLUDE,completion significance (Q210),event theme (Q212),,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:beetle_elytra,Why Not Have Both?,Fuse you Beetle Gem Chestplate with Elytra.,inventory_changed,challenge,tameablebeasts:beetle_armor,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:beetle_gem,Crystal Chimera,"Combine different kinds of crystals and bug pieces to create Beetle Gem, a material that holds a power similar to Netherite.",inventory_changed,task,tameablebeasts:brush_a_beast,,Giblet the Sixth,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:big_bird_bait,Lets Bait Some Birds,"Combine Iron Nuggets, some seeds and Quetzal Meat or Rotten Flesh into the ultimate big bird lure.",inventory_changed,task,tameablebeasts:root,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:big_iron_hoe,It's Not For Gardening,Give you Scarecrow Allay a Big Iron Hoe so it can defend itself better.,impossible,challenge,tameablebeasts:scarecrow_allay,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:biker_helmet,Wear Protection,Roly Polies will go faster if they are sure you are protected with a Poly Biker Helmet.,inventory_changed,task,tameablebeasts:roly_poly,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:bird_bait_arrow,Seed Bullet,Even better put some Big Bird Bait in arrows to try to tame some big birds without any health restrictions.,inventory_changed,task,tameablebeasts:big_bird_bait,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:brush_a_beast,Was Specting Ticks This Is Far Better,Well fed beasts got a higher chance of dropping some loot when brushed.,impossible,task,tameablebeasts:root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:bug_salad,"It's ""For Bugs"" Not ""Made Of"" Bugs","Craft a Bug Salad, exquisite giant bug cuisine.",inventory_changed,task,tameablebeasts:egg_rests,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:bug_sword,Stinger,"Craft a Bug Sword, while not stronger than an Iron Sword, it has potential for poisoning and bug summoning.",inventory_changed,task,tameablebeasts:brush_a_beast,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:chikote,Not A Chocobo,"The Chikotes, the tall cousins of the chickens submit under the sight of Big Bird Meat or Potatoes.",tame_animal,goal,tameablebeasts:big_bird_bait,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:crested_gecko,Now I Have To Build A Terrarium,Tame Crested Geckos by offering them some arthropod pieces.,tame_animal,goal,tameablebeasts:root,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:egg_rests,Not Making An Omelette With This One,Loot some Egg Rests from eggs you bred or you found on nests.,inventory_changed,task,tameablebeasts:root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:flying_helmet,Got A Bug In My Eye,Wear a Flying Helmet to protect your eyes so Quetzals won't limit their speed.,inventory_changed,task,tameablebeasts:quetzalcoatlus,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:frozen_fish,Why is the fish not moving anymore?,Combine ice and fish into the ultimate teeth breaking snack.,inventory_changed,task,tameablebeasts:root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:fur_golem,Easter Is Saved,"Build a Fur Golem just as you would build an Ice Golem, but with fur, this gentle golem will keep you eggs warm.",impossible,task,tameablebeasts:racoon,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:grapteranodon,Hey Just Like In Ark,"Ptera Meal when under 10 health is enough to tame the Grapteranodon, a fast pteranodon that can pick up other mobs.",tame_animal,goal,tameablebeasts:pteranodon_meal,,Gristle,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:grasshopper,Ant Bully,Offer some salad to the Grasshoppers to tame them.,tame_animal,goal,tameablebeasts:bug_salad,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:ground_beetle,Armored Fella,"Beetles in general got a huge sweet tooth for honey related items, so much they could get tamed.",tame_animal,goal,tameablebeasts:root,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:ice_armor,Bring Me A Warden!,Equip a Penguin a full set of Ice Amor and two Icepops (don't actually bring him a Warden).,impossible,challenge,tameablebeasts:penguin,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:metal_beetle,Chrome Beetle,Feed enough Raw Iron to Ground Beetles for them to absorb their properties.,impossible,challenge,tameablebeasts:ground_beetle,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:penguin,Ice Fish Bucket Challenge,It's a known fact that penguins love frozen fish to eat and popsicles to slaughter other beings. Right?,tame_animal,goal,tameablebeasts:frozen_fish,,Gristle,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:ptera_meal_arrow,Meat Bullet,Even better put some Pteranodon Meal in arrows to try to tame some pteras without any health restrictions.,inventory_changed,task,tameablebeasts:pteranodon_meal,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:pteranodon_meal,You Sure You Want That Kind Of Attention?,"Combine fish, Chicken and Big Bird Meat into the ultimate pretanodon lure.",inventory_changed,task,tameablebeasts:root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:purple_allay,Different Kind Of Allay,"Find the shy Purple Allay, a rare drop from illagers that will fly to hide in you inventory.",inventory_changed,task,tameablebeasts:root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:quetzal_stand,Public Transport,Equip a Quetzal Stand on a Quetzal so that you can fly with up to 3 friends!.,impossible,challenge,tameablebeasts:quetzalcoatlus,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:quetzalcoatlus,Is That A Cloud?,Spot the ginormous Quetzalcoatlus and tame it with Ptera Meal when it is under 10 health.,tame_animal,goal,tameablebeasts:pteranodon_meal,,Gristle,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:racoon,Remember That Time You Stole My Food?,"Heard Racoons enjoy melon particularly, even more than whatever you got in your hand.",tame_animal,goal,tameablebeasts:root,,Gristle,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:roly_poly,Ball,"Tame a salad loving, usually rolling, fast moving Roly Poly.",tame_animal,goal,tameablebeasts:bug_salad,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:root,Tameable Beasts,Thanks for donwloading Tameable Beasts! Go tame some beasts.,tick,task,,,Gnarl,INCLUDE,domain entry milestone (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:scarecrow_allay,Allay In Disguise,"A Scarecrow Block sounds like the perfect cover for the Purple Allays to roam confidently. Once you get it in it, interact with the Scarecrow Allay to tame it!",tame_animal,goal,tameablebeasts:purple_allay,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
tameablebeasts-1.20.1-7.1.3.jar,tameablebeasts,tameablebeasts:shiny_beetle,Flying Fella,"Beetles in general got a huge sweet tooth for honey related items, so much they could get tamed.",tame_animal,goal,tameablebeasts:root,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
the-conjurer-1.20.1-1.1.6.jar,conjurer_illager,conjurer_illager:find_theatre,It's Showtime,Locate a theater,location,task,minecraft:adventure/root,,Gnarl,INCLUDE,place/structure discovery (Q210),"default, no specialist theme",,,,
the-conjurer-1.20.1-1.1.6.jar,conjurer_illager,conjurer_illager:kill_conjurer,What a Performance!,Stop the show and slay the Conjurer,player_killed_entity,challenge,conjurer_illager:find_theatre,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:armor/bumble_bee_chestplate_max_flight,It's a Bird! It's a Plane! No it's...,Buzz your wings with the Bumble Bee Chestplate while 3 or more other Bee Armor or Bee Trinkets are on!,the_bumblezone:bumble_bee_chestplate_max_flight,task,the_bumblezone:armor/honey_bee_leggings_pollen_removal,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:armor/carpenter_bee_boots_mined_blocks,Power Thighs!,"Crouch and burrow your way through 64 blocks such as logs, leaves, or combs with Carpenter Bees boots!",the_bumblezone:carpenter_bee_boots_mined_blocks,task,the_bumblezone:armor/carpenter_bee_boots_wall_hanging,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:armor/carpenter_bee_boots_wall_hanging,Floor is lava!,"With Carpenter Bee Boots, spend a lot of time hanging from walls of certain blocks like logs, leaves, or combs",the_bumblezone:carpenter_bee_boots_wall_hanging,task,the_bumblezone:armor/stingless_bee_helmet_super_sight,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:armor/craft_flower_headwear,BE A FLOWER!,Craft or obtain a Flower Headwear! Wear it to attract bees!,inventory_changed;recipe_crafted,task,the_bumblezone:effects/beenergized_maxed,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:armor/dye_flower_headwear,It's a statement!,Dye Flower Headwear a different color to show off your bold fashion tastes!,recipe_crafted,task,the_bumblezone:armor/craft_flower_headwear,,,EXCLUDE,"mechanic explanation, not an accomplishment (Q210)",,,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:armor/flower_headwear_wrath_structure,Beeing Curious,Enter a Cell Maze structure while wearing Flower Headwear. You won't get Wrath effect anymore inside it!,the_bumblezone:flower_headwear_wrath_structure,task,the_bumblezone:armor/dye_flower_headwear,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:armor/honey_bee_leggings_flower_pollen,It's the Bee's Knees!,Collect pollen on your Honey Bee Leggings by walking or running through flowers!,the_bumblezone:honey_bee_leggings_flower_pollen,task,the_bumblezone:armor/warrior_bee,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:armor/honey_bee_leggings_pollen_removal,Bathing time!,Remove the pollen from your Honey Bee Leggings by walking on Wet Sponge or going into Water!,the_bumblezone:honey_bee_leggings_pollen_removal,task,the_bumblezone:armor/honey_bee_leggings_flower_pollen,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:armor/stingless_bee_helmet_super_sight,Compound Eyes,"With the power of Stingless Bee Helmet, highlight at least 50 bees all at once!",the_bumblezone:stingless_bee_helmet_super_sight,task,the_bumblezone:armor/bumble_bee_chestplate_max_flight,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:armor/warrior_bee,The Bee Warrior Rises!,Equip yourself with the greatest weapon and armor that the bees have to offer!,inventory_changed,challenge,the_bumblezone:effects/beenergized_maxed,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:beds/sleep_in_bed,Sweeter Dreams!,Sleep in a bed in Bumblezone dimension. The bed will set respawn point and won't explode!,slept_in_bed,task,the_bumblezone:teleportation/teleport_out_of_bumblezone,,Mortis,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:beehemoth/queen_beehemoth,Regal Friends Till The Very End!,Befriend a Beehemoth to maximum friendship!,the_bumblezone:created_queen_beehemoth,challenge,the_bumblezone:beehemoth/tamed_beehemoth,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:beehemoth/tamed_beehemoth,Bee Movie But It's 300% Larger,Tame a Beehemoth with buckets of honey! Saddle it afterwards to have a flying mount!,tame_animal,task,the_bumblezone:honey_bucket/obtain_honey_bucket,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
